key,status,old_chars,new_chars,lang,model
yuan_day_2025,enriched,75,845,en,x-ai/grok-4-fast
alshahwan_automated_2024,enriched,44,767,en,x-ai/grok-4-fast
ramjee_ashabot_2025,enriched,168,1118,en,x-ai/grok-4-fast
zulfikar_memoro_2024,enriched,207,1042,en,x-ai/grok-4-fast
chakraborty_empirical_2025,enriched,138,661,en,x-ai/grok-4-fast
cornacchia_between_2025,enriched,114,728,en,x-ai/grok-4-fast
basit_asci_2025,enriched,111,1180,en,x-ai/grok-4-fast
venugopalan_combining_2025,enriched,16,875,en,x-ai/grok-4-fast
snyder_early_2024,enriched,107,1100,en,x-ai/grok-4-fast
yang_debugging_2024,enriched,44,886,en,x-ai/grok-4-fast
feng_cmdbench_2024,enriched,338,995,en,x-ai/grok-4-fast
bai_leveraging_2024,enriched,307,1133,en,x-ai/grok-4-fast
cheng_enhancing_2025,enriched,64,1141,en,x-ai/grok-4-fast
yan_generative_2024,enriched,42,1017,en,x-ai/grok-4-fast
ujwal_reasoning_2024,enriched,188,1196,en,x-ai/grok-4-fast
upadhyay_large-scale_2025,enriched,187,868,en,x-ai/grok-4-fast
namvarpour_art_2025,enriched,78,978,en,x-ai/grok-4-fast
hoffmann_malinowski_2025,enriched,388,1043,en,x-ai/grok-4-fast
deng_next_2025,enriched,275,783,en,x-ai/grok-4-fast
abdallah_arabicaqa_2024,enriched,13,1184,en,x-ai/grok-4-fast
tian_respark_2025,enriched,84,954,en,x-ai/grok-4-fast
dhruv_leveraging_2025,enriched,143,1047,en,x-ai/grok-4-fast
golgoon_mechanistic_2024,enriched,107,757,en,x-ai/grok-4-fast
ren_llm-based_2025,enriched,38,1093,en,x-ai/grok-4-fast
cai_rtbagent_2025,enriched,113,1011,en,x-ai/grok-4-fast
cho_fishnet_2024,enriched,166,1060,en,x-ai/grok-4-fast
kretzer_closing_2025,enriched,165,930,en,x-ai/grok-4-fast
rao_xpf_2025,enriched,13,663,en,x-ai/grok-4-fast
santana_responsible_2025,enriched,121,1030,en,x-ai/grok-4-fast
xu_ckgfuzzer_2025,enriched,15,819,en,x-ai/grok-4-fast
ashktorab_evalassist_2025,enriched,135,913,en,x-ai/grok-4-fast
xie_tree-enhanced_2025,enriched,153,499,en,x-ai/grok-4-fast
mayfield_evaluation_2024,enriched,200,1071,en,x-ai/grok-4-fast
han_event_2024,enriched,37,1003,en,x-ai/grok-4-fast
kobiella_when_2025,enriched,181,708,en,x-ai/grok-4-fast
dudy_unequal_2025,enriched,126,1032,en,x-ai/grok-4-fast
jiang_peatmoss_2024,enriched,110,1105,en,x-ai/grok-4-fast
hoveyda_adaptive_2025,enriched,126,1124,en,x-ai/grok-4-fast
burgueno_human_2024,enriched,63,1210,en,x-ai/grok-4-fast
laban_lexi_2024,enriched,218,995,en,x-ai/grok-4-fast
fan_towards_2025,enriched,85,870,en,x-ai/grok-4-fast
gao_social_2025,enriched,52,1219,en,x-ai/grok-4-fast
zhao_knoll_2025,enriched,110,768,en,x-ai/grok-4-fast
whitehead_conversational_2025,enriched,343,1181,en,x-ai/grok-4-fast
wu_cardioai_2025,enriched,73,1130,en,x-ai/grok-4-fast
alves_da_veiga_generative_2023,enriched,186,1366,en,x-ai/grok-4-fast
wang_effects_2025,enriched,73,772,en,x-ai/grok-4-fast
liu_opseval_2025,enriched,17,892,en,x-ai/grok-4-fast
ma_t3set_2025,enriched,62,1074,en,x-ai/grok-4-fast
salminen_communication_2024,enriched,51,786,en,x-ai/grok-4-fast
li_learning_2024,enriched,43,1106,en,x-ai/grok-4-fast
zhai_addressing_2025,enriched,140,872,en,x-ai/grok-4-fast
li_understanding_2024,enriched,169,1252,en,x-ai/grok-4-fast
andrews_aimoderator_2025,enriched,173,1013,en,x-ai/grok-4-fast
sun_research_2025,enriched,85,701,en,x-ai/grok-4-fast
zha_m2conceptbase_2024,enriched,110,1372,en,x-ai/grok-4-fast
al-zuraiqi_designing_2025,enriched,90,1103,en,x-ai/grok-4-fast
xiao_llm-enhanced_2024,enriched,71,897,en,x-ai/grok-4-fast
mirindi_advanced_2025,enriched,151,976,en,x-ai/grok-4-fast
sayana_beyond_2025,enriched,248,863,en,x-ai/grok-4-fast
noh_biassist_2025,enriched,169,1231,en,x-ai/grok-4-fast
muthyala_so_2024,enriched,128,770,en,x-ai/grok-4-fast
kwak_adaptive_2025,enriched,85,835,en,x-ai/grok-4-fast
abdenebaoui_value-driven_2025,enriched,160,1007,en,x-ai/grok-4-fast
pu_ideasynth_2025,enriched,169,1184,en,x-ai/grok-4-fast
cowgill_recapturing_2024,enriched,175,695,en,x-ai/grok-4-fast
liu_webglm_2023,enriched,17,650,en,x-ai/grok-4-fast
guo_ideabench_2025,enriched,116,809,en,x-ai/grok-4-fast
sikder_efficient_2025,enriched,108,1006,en,x-ai/grok-4-fast
zaslavsky_enhancing_2024,enriched,135,862,en,x-ai/grok-4-fast
nguyen-ho_t-eagle_2025,enriched,93,974,en,x-ai/grok-4-fast
han_xbrl_2024,enriched,133,1024,en,x-ai/grok-4-fast
hong_context-aware_2024,enriched,113,767,en,x-ai/grok-4-fast
lee_rex_2024,enriched,194,995,en,x-ai/grok-4-fast
mridul_terminators_2025,enriched,88,1171,en,x-ai/grok-4-fast
lee_log2plan_2025,enriched,48,1066,en,x-ai/grok-4-fast
fan_hierarchical_2025,enriched,197,881,en,x-ai/grok-4-fast
kaate_when_2025,enriched,171,1133,en,x-ai/grok-4-fast
zhai_confsum_2025,enriched,113,890,en,x-ai/grok-4-fast
da_flans_2025,enriched,70,925,en,x-ai/grok-4-fast
terdalkar_graph_2025,enriched,61,879,en,x-ai/grok-4-fast
yu_what_2024,enriched,100,1131,en,x-ai/grok-4-fast
lin_technical_2024,enriched,59,1305,en,x-ai/grok-4-fast
qian_hsf_2025,enriched,94,605,en,x-ai/grok-4-fast
coppolillo_engagement-driven_2025,enriched,103,798,en,x-ai/grok-4-fast
ke_automation_2024,enriched,136,997,en,x-ai/grok-4-fast
zhang_towards_2025-1,enriched,193,1036,en,x-ai/grok-4-fast
hendrawan_explanations_2024,enriched,357,756,en,x-ai/grok-4-fast
man_lusifer_2025,enriched,148,992,en,x-ai/grok-4-fast
liang_how_2025,enriched,101,1137,en,x-ai/grok-4-fast
chen_efficient_2025,enriched,232,1038,en,x-ai/grok-4-fast
zhu_power_2025,enriched,242,1187,en,x-ai/grok-4-fast
wang_wisdom_2024,enriched,170,726,en,x-ai/grok-4-fast
kim_transdisciplinary_2025,enriched,243,724,en,x-ai/grok-4-fast
mridul_provakar_exploring_2025,enriched,79,974,en,x-ai/grok-4-fast
gienapp_evaluating_2024,enriched,151,1023,en,x-ai/grok-4-fast
liu_leveraging_2025,enriched,141,844,en,x-ai/grok-4-fast
chopra_challenges_2025,enriched,58,1123,en,x-ai/grok-4-fast
ryu_cinema_2025,enriched,181,1065,en,x-ai/grok-4-fast
al_haque_evolution_2025,enriched,197,874,en,x-ai/grok-4-fast
janaka_tom_2024,enriched,79,924,en,x-ai/grok-4-fast
liang_aligning_2024,enriched,92,840,en,x-ai/grok-4-fast
frank_designing_2025,enriched,36,939,en,x-ai/grok-4-fast
han_towards_2025,enriched,39,1193,en,x-ai/grok-4-fast
rzepka_effectiveness_2025,enriched,318,929,en,x-ai/grok-4-fast
nelson_sensai_2025,enriched,77,1049,en,x-ai/grok-4-fast
zheng_humanevo_2025,enriched,146,568,en,x-ai/grok-4-fast
xiao_comparative_2024,enriched,28,1203,en,x-ai/grok-4-fast
lin_jupiter_2025,enriched,199,452,en,x-ai/grok-4-fast
rajapakse_simple_2024,enriched,19,1080,en,x-ai/grok-4-fast
lu_proof_2024,enriched,117,994,en,x-ai/grok-4-fast
barile_lp-dixit_2025,enriched,187,1212,en,x-ai/grok-4-fast
jiang_scpatcher_2024,enriched,152,1704,en,x-ai/grok-4-fast
yang_bee_2025,enriched,129,1116,en,x-ai/grok-4-fast
fan_lessonplanner_2024,enriched,23,1207,en,x-ai/grok-4-fast
akyash_evolutionary_2024,enriched,166,1062,en,x-ai/grok-4-fast
hoeber_design_2025,enriched,124,937,en,x-ai/grok-4-fast
zhong_comapoi_2025,enriched,105,982,en,x-ai/grok-4-fast
liu_selenite_2024,enriched,52,962,en,x-ai/grok-4-fast
dinu_evaluating_2025,enriched,395,963,en,x-ai/grok-4-fast
rachabatuni_context-aware_2024,enriched,141,1097,en,x-ai/grok-4-fast
mickens_guillotine_2025,enriched,66,1037,en,x-ai/grok-4-fast
huo_retrieving_2023,enriched,118,977,en,x-ai/grok-4-fast
chen_empowering_2024,enriched,124,992,en,x-ai/grok-4-fast
paul_tasca_2025,enriched,73,715,en,x-ai/grok-4-fast
mazhar_figurative-cum-commonsense_2025,enriched,70,1095,en,x-ai/grok-4-fast
heinrich_systematic_2025,enriched,94,884,en,x-ai/grok-4-fast
zhao_aligning_2024,enriched,140,1122,en,x-ai/grok-4-fast
yen_coladder_2024,enriched,146,920,en,x-ai/grok-4-fast
woo_scalepool_2025,enriched,29,761,en,x-ai/grok-4-fast
hassan_rethinking_2024,enriched,23,828,en,x-ai/grok-4-fast
zhou_research_2024,enriched,55,719,en,x-ai/grok-4-fast
tran_myeachtrax_2025,enriched,44,1454,en,x-ai/grok-4-fast
paduraru_unit_2024,enriched,34,693,en,x-ai/grok-4-fast
maiti_can_2025,enriched,102,824,en,x-ai/grok-4-fast
beasley_pipeline_2024,enriched,231,868,en,x-ai/grok-4-fast
zheng_predictions_2025,enriched,98,1140,en,x-ai/grok-4-fast
breuer_data_2024,enriched,263,1116,en,x-ai/grok-4-fast
mao_skyserve_2025,enriched,147,1111,en,x-ai/grok-4-fast
huang_concise_2024,enriched,89,846,en,x-ai/grok-4-fast
peng_glitter_2025,enriched,110,981,en,x-ai/grok-4-fast
wu_efficient_2025,enriched,144,1229,en,x-ai/grok-4-fast
hildebrandt_acceptance_2025,enriched,107,1138,en,x-ai/grok-4-fast
cao_generative_2025,enriched,39,1082,en,x-ai/grok-4-fast
shaikh_creating_2025,enriched,107,779,en,x-ai/grok-4-fast
zhang_mapexplorer_2025,enriched,30,513,en,x-ai/grok-4-fast
wang_it_2025,enriched,212,913,en,x-ai/grok-4-fast
samarinas_distillation_2025,enriched,282,1042,en,x-ai/grok-4-fast
tran_myeachtrax_2024,enriched,66,797,en,x-ai/grok-4-fast
zheng_reasoning-focused_2025,enriched,115,1223,en,x-ai/grok-4-fast
liu_efficient_2025,enriched,87,621,en,x-ai/grok-4-fast
rahimi_user-vlm_2025,enriched,228,788,en,x-ai/grok-4-fast
susanti_paths_2025,enriched,258,1085,en,x-ai/grok-4-fast
alessio_cosrec_2025,enriched,170,1202,en,x-ai/grok-4-fast
wang_what_2025,enriched,155,1060,en,x-ai/grok-4-fast
kim_bleacherbot_2025,enriched,10,929,en,x-ai/grok-4-fast
roegiest_generative_2024,enriched,17,1058,en,x-ai/grok-4-fast
li_ai-driven_2025,enriched,189,1236,en,x-ai/grok-4-fast
huang_disambiguate_2024,enriched,57,626,en,x-ai/grok-4-fast
liu_unimel_2024,enriched,172,872,en,x-ai/grok-4-fast
fons_tadacap_2024,enriched,55,1223,en,x-ai/grok-4-fast
anderer_making_2025,enriched,443,1167,en,x-ai/grok-4-fast
orlando_can_2025,enriched,212,777,en,x-ai/grok-4-fast
maxim_voice_2025,enriched,14,1077,en,x-ai/grok-4-fast
alam_memento_2024,enriched,27,756,en,x-ai/grok-4-fast
li_managing_2025,enriched,119,999,en,x-ai/grok-4-fast
zhao_model_2025,enriched,145,1105,en,x-ai/grok-4-fast
rosset_researchy_2025,enriched,154,1050,en,x-ai/grok-4-fast
ueki_u-cker_2025,enriched,26,908,en,x-ai/grok-4-fast
han_enhancing_2024,enriched,15,890,en,x-ai/grok-4-fast
sun_exploring_2025,enriched,77,1176,en,x-ai/grok-4-fast
schulte_what_2025,enriched,72,746,en,x-ai/grok-4-fast
roy_beyond_2024,enriched,52,757,en,x-ai/grok-4-fast
lv_study_2024,enriched,178,1060,en,x-ai/grok-4-fast
li_novel_2025,enriched,543,1054,en,x-ai/grok-4-fast
liu_t-rap_2024,enriched,314,1121,en,x-ai/grok-4-fast
mozafari_triviahg_2024,enriched,8,752,en,x-ai/grok-4-fast
zhuang_document_2025,enriched,99,827,en,x-ai/grok-4-fast
mou_unifying_2024,enriched,119,1008,en,x-ai/grok-4-fast
ma_alibaba_2025,enriched,39,731,en,x-ai/grok-4-fast
wang_talking_2025,enriched,61,1438,en,x-ai/grok-4-fast
xie_beyond_2025,enriched,357,1018,en,x-ai/grok-4-fast
jiang_research_2024,enriched,59,819,en,x-ai/grok-4-fast
piramanayagam_lifesearch_2025,enriched,23,850,en,x-ai/grok-4-fast
cao_companykg_2024,enriched,41,1214,en,x-ai/grok-4-fast
kataria_learning_2023,enriched,305,1315,en,x-ai/grok-4-fast
zulfikar_resonance_2025,enriched,76,1341,en,x-ai/grok-4-fast
luo_imagescope_2025,enriched,50,1044,en,x-ai/grok-4-fast
nguyen_assessing_2025,enriched,79,1250,en,x-ai/grok-4-fast
wang_vifusion_2025,enriched,262,1269,en,x-ai/grok-4-fast
yen_code_2025,enriched,40,896,en,x-ai/grok-4-fast
talaei_storysage_2025,enriched,107,1466,en,x-ai/grok-4-fast
zamani_retrieval-enhanced_2022,enriched,100,822,en,x-ai/grok-4-fast
lee_understanding_2025,enriched,63,747,en,x-ai/grok-4-fast
kraft_knowledge-enhanced_2024,enriched,266,885,en,x-ai/grok-4-fast
you_navigating_2025,enriched,169,662,en,x-ai/grok-4-fast
qiu_unearthing_2024,enriched,95,970,en,x-ai/grok-4-fast
nayak_experimental_2024,enriched,242,1171,en,x-ai/grok-4-fast
tang_retrieval_2025,enriched,125,944,en,x-ai/grok-4-fast
zhong_screenaudit_2025,enriched,33,1278,en,x-ai/grok-4-fast
nandi_enhancing_2025,enriched,89,1190,en,x-ai/grok-4-fast
platis_lion_2024,enriched,55,952,en,x-ai/grok-4-fast
crossley_exploratory_2025,enriched,162,980,en,x-ai/grok-4-fast
meng_bridging_2025,enriched,329,994,en,x-ai/grok-4-fast
grimm_authoring_2024,enriched,146,760,en,x-ai/grok-4-fast
mittal_wavepulse_2025,enriched,67,678,en,x-ai/grok-4-fast
fischer_evaluation_2025,enriched,154,796,en,x-ai/grok-4-fast
kambhamettu_explainable_2024,enriched,189,1032,en,x-ai/grok-4-fast
zhang_cse-sfp_2025,enriched,76,1472,en,x-ai/grok-4-fast
dow_ar-based_2025,enriched,158,1092,en,x-ai/grok-4-fast
wilhelm_how_2025,enriched,69,839,en,x-ai/grok-4-fast
lee_sensible_2025,enriched,52,909,en,x-ai/grok-4-fast
wang_collaboration_2025,enriched,20,949,en,x-ai/grok-4-fast
venkatraman_you_2024,enriched,96,1106,en,x-ai/grok-4-fast
qiu_simplifying_2023,enriched,47,1015,en,x-ai/grok-4-fast
bai_kgquiz_2024,enriched,92,1104,en,x-ai/grok-4-fast
zou_pscon_2025,enriched,149,1121,en,x-ai/grok-4-fast
yao_rtlrewriter_2025,enriched,164,754,en,x-ai/grok-4-fast
sun_harnessing_2024,enriched,375,1249,en,x-ai/grok-4-fast
uchkempirov_survey_2025,enriched,118,1110,en,x-ai/grok-4-fast
yan_when_2025,enriched,77,867,en,x-ai/grok-4-fast
foukas_future_2025,enriched,166,805,en,x-ai/grok-4-fast
cui_nlctables_2025,enriched,66,901,en,x-ai/grok-4-fast
yin_panns_2025,enriched,102,758,en,x-ai/grok-4-fast
vu_towards_2025,enriched,90,833,en,x-ai/grok-4-fast
aung_demand_2025,enriched,269,857,en,x-ai/grok-4-fast
gao_preference-guided_2024,enriched,171,766,en,x-ai/grok-4-fast
zhao_enhancing_2024,enriched,96,925,en,x-ai/grok-4-fast
huang_dca-bench_2025,enriched,191,1174,en,x-ai/grok-4-fast
longwell_triple_2024,enriched,331,741,en,x-ai/grok-4-fast
feng_citygpt_2025,enriched,27,992,en,x-ai/grok-4-fast
sanca_efficient_2024,enriched,345,1027,en,x-ai/grok-4-fast
xiao_c-pack_2024,enriched,19,1056,en,x-ai/grok-4-fast
khanal_fathomgpt_2024,enriched,22,963,en,x-ai/grok-4-fast
shrestha_espn_2024,enriched,213,1127,en,x-ai/grok-4-fast
rashik_ai-enabled_2025,enriched,126,1057,en,x-ai/grok-4-fast
gomes_nudge_2024,enriched,161,1123,en,x-ai/grok-4-fast
mikriukov_ai_2025,enriched,172,968,en,x-ai/grok-4-fast
abbas_pitch_2025,enriched,98,908,en,x-ai/grok-4-fast
ko_subgraph-aware_2025,enriched,130,764,en,x-ai/grok-4-fast
lee_peerspective_2025,enriched,60,787,en,x-ai/grok-4-fast
flokas_towards_2025,enriched,51,890,en,x-ai/grok-4-fast
mozafari_wikihint_2025,enriched,170,677,en,x-ai/grok-4-fast
wang_exploiting_2025,enriched,107,883,en,x-ai/grok-4-fast
pavlenko_vertically_2024,enriched,90,1056,en,x-ai/grok-4-fast
may_sap_2025,enriched,369,1370,en,x-ai/grok-4-fast
wang_bingo_2025,enriched,136,815,en,x-ai/grok-4-fast
chen_emotion-aware_2025,enriched,87,1013,en,x-ai/grok-4-fast
liu_tsconnect_2025,enriched,98,755,en,x-ai/grok-4-fast
kalirai_toward_2024,enriched,32,964,en,x-ai/grok-4-fast
de_la_rua_martinez_hopsworks_2024,enriched,163,979,en,x-ai/grok-4-fast
liu_compeer_2024,enriched,142,1377,en,x-ai/grok-4-fast
dong_reasoning_2025,enriched,22,767,en,x-ai/grok-4-fast
dumitru_evaluating_2025,enriched,114,1051,en,x-ai/grok-4-fast
li_tex2py-45k_2025,enriched,16,1059,en,x-ai/grok-4-fast
lin_knowledge-injected_2024,enriched,95,855,en,x-ai/grok-4-fast
yamakawa_direct_2024,enriched,38,1008,en,x-ai/grok-4-fast
verma_matryoshka_2025,enriched,92,1441,en,x-ai/grok-4-fast
sakhovskiy_bali_2025,enriched,15,1068,en,x-ai/grok-4-fast
argyrou_prompt2fashion_2024,enriched,92,948,en,x-ai/grok-4-fast
wang_hierarchical_2025,enriched,96,959,en,x-ai/grok-4-fast
han_fair-co2_2025,enriched,147,1167,en,x-ai/grok-4-fast
kim_lapis_2024,enriched,84,892,en,x-ai/grok-4-fast
grafberger_towards_2024,enriched,115,845,en,x-ai/grok-4-fast
wampfler_platform_2025,enriched,86,660,en,x-ai/grok-4-fast
jang_accelerating_2025,enriched,171,993,en,x-ai/grok-4-fast
tran_memoriqa_2024,enriched,598,841,en,x-ai/grok-4-fast
ferracani_personalized_2024,enriched,699,956,en,x-ai/grok-4-fast
zhang_copilot---loop_2024,enriched,44,1556,en,x-ai/grok-4-fast
gsteiger_caribou_2024,enriched,258,935,en,x-ai/grok-4-fast
legtchenko_storage_2025,enriched,83,935,en,x-ai/grok-4-fast
sui_pre-warming_2024,enriched,99,964,en,x-ai/grok-4-fast
lu_hsg-rag_2025,fetched,68,1545,en,crossref
xiao_eda-copilot_2025,fetched,45,1043,en,crossref
xu_muralagent_2025,fetched,33,988,en,crossref
arazzi_rag-ioe_2025,fetched,20,1314,en,crossref
lyu_crud-rag_2025,fetched,204,1993,en,crossref
zhao_chat2data_2024,fetched,115,1433,en,crossref
wei_modelgen_2025,fetched,226,1433,en,crossref
ke_large_2025,fetched,132,1081,en,crossref
ouyang_dynagraph_2025,fetched,114,1765,en,crossref
yu_cxxcrafter_2025,fetched,69,2028,en,crossref
xia_demystifying_2025,fetched,124,2395,en,crossref
lambiase_motivations_2024,fetched,84,1438,en,crossref
qayyum_llm-assisted_2025,fetched,34,3121,en,crossref
liu_how_2024,fetched,74,2147,en,crossref
choube_gloss_2025,fetched,228,1332,en,crossref
hadadi_llm_2025,fetched,55,1427,en,crossref
omar_dialogue_2025,fetched,210,1483,en,crossref
wang_unique_2025,fetched,53,1069,en,crossref
torre_effect_2021,fetched,58,836,en,crossref
wang_netconfeval_2024,fetched,118,1313,en,crossref
balaka_pneuma_2025,fetched,39,1682,en,crossref
chen_automatic_2025,fetched,57,1568,en,crossref
zhang_llm_2025,fetched,75,1296,en,crossref
li_llm_2024,fetched,151,1420,en,crossref
chi_reaccept_2025,fetched,38,1616,en,crossref
chamotra_sage_2025,fetched,238,1744,en,crossref
xu_hlsrewriter_2025,fetched,29,2275,en,crossref
chen_standing_2025,fetched,23,1775,en,crossref
xie_opensearch-sql_2025,fetched,127,1452,en,crossref
tan_prompt-based_2025,fetched,25,1840,en,crossref
ma_swe-gpt_2025,fetched,88,2892,en,crossref
he_large_2025,fetched,15,726,en,crossref
grunde-mclaughlin_designing_2025,fetched,90,1028,en,crossref
li_autosilicon_2025,fetched,101,1572,en,crossref
zhu_large_2025,fetched,45,1472,en,crossref
hoey_social_2025,fetched,137,960,en,crossref
su_automated_2025,fetched,53,1411,en,crossref
yuan_improving_2025,fetched,35,1536,en,crossref
xue_demonstration_2024,fetched,123,1157,en,crossref
yao_hdldebugger_2025,fetched,28,1276,en,crossref
xu_large_2025-1,fetched,160,2371,en,crossref
sun_script-strategy_2025,fetched,140,1730,en,crossref
yang_autoverus_2025,fetched,91,1136,en,crossref
wang_survey_2025,fetched,135,925,en,crossref
dick_introduction_2025,enriched,295,892,en,x-ai/grok-4-fast
pernici_sustainable_2025,fetched,124,1330,en,crossref
chen_llm_2025,fetched,22,573,en,crossref
sheng_llms_2025,fetched,123,1264,en,crossref
yang_patch_2025,fetched,88,1429,en,crossref
cao_lego-graphrag_2025,fetched,217,942,en,crossref
levin_chatdbg_2025,fetched,89,1618,en,crossref
li_matching_2025,fetched,84,1554,en,crossref
zhou_large_2025,fetched,157,1399,en,crossref
assi_llm-cure_2025,fetched,212,1884,en,crossref
yu_cashift_2025,fetched,52,2204,en,crossref
li_urban_2025,fetched,167,1262,en,crossref
xie_chatts_2025,fetched,90,1555,en,crossref
arakawa_prism-qamp_2024,fetched,152,1271,en,crossref
wang_graph_2025,fetched,107,1788,en,crossref
vanbrabant_echo_2025,fetched,26,958,en,crossref
kreikemeyer_using_2025,fetched,169,1500,en,crossref
sun_when_2025,fetched,159,1059,en,crossref
sakib_genai_2025,fetched,56,1672,en,crossref
zhang_beyond_2025,fetched,180,1552,en,crossref
blinn_statically_2024,fetched,86,2537,en,crossref
reddy_lhs_2025,fetched,19,1923,en,crossref
wang_large_2025,fetched,96,1226,en,crossref
zheng_towards_2025,fetched,80,1468,en,crossref
su_scene-aware_2023,fetched,65,1449,en,crossref
guo_omnigirl_2025,fetched,141,1538,en,crossref
das_security_2025,fetched,108,1061,en,crossref
zhou_conformal_2025,fetched,25,741,en,crossref
kaniwa_chitchatguide_2024,fetched,72,1085,en,crossref
kharkwal_university_2021,fetched,53,2006,en,crossref
li_graph_2024,fetched,156,823,en,crossref
stalnaker_developer_2025,fetched,91,1198,en,crossref
qiao_multi-view_2025,fetched,75,1387,en,crossref
gomes_lopes_exploring_2025,fetched,263,2000,en,crossref
raza_improving_2023,enriched,78,1049,en,x-ai/grok-4-fast
pereira_inacia_2025,fetched,80,1275,en,crossref
bayram_healthcare-focused_2025,fetched,289,1087,en,crossref
jones_shred_2022,fetched,16,1030,en,crossref
cuevas_collecting_2025,fetched,333,1199,en,crossref
sicari_open-ethical_2024,fetched,81,991,en,crossref
ren_conversations_2021,fetched,15,1705,en,crossref
formosa_generative_2025,fetched,134,760,en,crossref
pinckney_revisiting_2025,fetched,104,1559,en,crossref
esterle_loosening_2022,fetched,23,973,en,crossref
bonifati_versatile_2025,fetched,191,1327,en,crossref
zhou_d-bot_2024,fetched,91,1370,en,crossref
wang_knowledge_2024,fetched,145,1848,en,crossref
madden_databases_2024,fetched,26,1812,en,crossref
sun_gaussdb-vector_2025,fetched,127,1223,en,crossref
thulke_task-oriented_2023,enriched,268,744,en,x-ai/grok-4-fast
happe_can_2025,fetched,42,2743,en,crossref
li_generative_2024,fetched,144,1796,en,crossref
gruetzemacher_deep_2022,fetched,55,1293,en,crossref
xu_tapping_2025,fetched,8,1525,en,crossref
duan_pgtuner_2025,fetched,137,1882,en,crossref
lang_leveraging_2025,fetched,104,1958,en,crossref
hrckova_autonomation_2025,fetched,70,1390,en,crossref
ling_domain_2025,fetched,103,1729,en,crossref
fu_should_2025,fetched,58,1478,en,crossref
ecormier-nocca_authoring_2021,fetched,208,1343,en,crossref
zhang_recommendation_2025,fetched,23,1686,en,crossref
wong_decllm_2025,fetched,184,1737,en,crossref
chung_is_2025,fetched,137,1427,en,crossref
xi_efficient_2025,fetched,68,1972,en,crossref
yang_requirements-based_2025,fetched,48,1015,en,crossref
liu_improving_2025-1,fetched,138,1405,en,crossref
iannuzzi_improving_2025,fetched,75,1488,en,crossref
khanshan_evaluation_2024,fetched,77,1783,en,crossref
sun_exploring_2024,fetched,151,1025,en,crossref
yang_socialmind_2025,fetched,221,1318,en,crossref
ben_chaaben_utility_2025,fetched,82,925,en,crossref
xu_reimagining_2025,fetched,244,892,en,crossref
yang_drhouse_2024,fetched,79,1363,en,crossref
miao_towards_2025,fetched,65,1062,en,crossref
karinshak_working_2023,fetched,94,1674,en,crossref
zheng_understanding_2023,fetched,319,1245,en,crossref
poon_computer-mediated_2023,fetched,309,1249,en,crossref
alvarado_towards_2022,fetched,92,1933,en,crossref
lalapura_recurrent_2021,fetched,126,1463,en,crossref
sparrow_towards_2024,fetched,86,1184,en,crossref
asperti_syllabification_2021,fetched,163,1592,en,crossref
kokosza_scintilla_2024,fetched,345,1190,en,crossref
gupta_first_2024,fetched,119,1232,en,crossref
xu_can_2024,fetched,261,1819,en,crossref
kordyaka_its_2025,fetched,148,1313,en,crossref
parker-holder_automated_2022,fetched,105,1337,en,crossref
cui_senselens_2021,fetched,478,1587,en,crossref
bak-coleman_collective_2022,fetched,100,1413,en,crossref
di_foraging_2022,fetched,35,1774,en,crossref
alvarez_de_la_vega_understanding_2023,fetched,28,1295,en,crossref
ba_keep_2024,fetched,46,1828,en,crossref
ramos_forsense_2022,fetched,83,1322,en,crossref
chakraborty_experiences_2024,fetched,341,704,en,crossref
ibrahim_understanding_2024,fetched,174,1067,en,crossref
seeman_between_2024,fetched,97,1332,en,crossref
li_mmhsv_2023,fetched,59,1260,en,crossref
kapp_data-driven_2020,fetched,333,1195,en,crossref
reid_feeling_2022,fetched,15,981,en,crossref
stojkovski_unless_2022,fetched,8,450,en,crossref
wang_tdefsi_2020,fetched,100,1745,en,crossref
schott_terrain_2024,fetched,107,872,en,crossref
li_blockchain_2025,fetched,64,1654,en,crossref
chang_designing_2025,fetched,261,2101,en,crossref
norihama_examining_2025,fetched,77,1105,en,crossref
chen_bridging_2025,fetched,28,1118,en,crossref
franco_integrating_2025,fetched,181,1046,en,crossref
keyes_reimagining_2020,fetched,357,1055,en,crossref
stuhn_hidden_2024,fetched,268,1394,en,crossref
cordonnier_forming_2023,fetched,86,806,en,crossref
shrestha_no_2025,fetched,16,1559,en,crossref
liu_envisioning_2025,fetched,74,1374,en,crossref
liu_gsfl_2025,fetched,51,1510,en,crossref
cohen_this_2024,fetched,222,949,en,crossref
mostafa_modality_2024,fetched,110,1364,en,crossref
mensonge_historically_2023,fetched,83,1023,en,crossref
nicol_revealing_2022,fetched,124,1585,en,crossref
brito_scpp_2020,fetched,194,1039,en,crossref
nourani_importance_2022,fetched,172,1728,en,crossref
pescetelli_benefits_2022,fetched,15,900,en,crossref
uma_learning_2022,fetched,108,2019,en,crossref
sengers_speculation_2021,fetched,119,839,en,crossref
chen_sdnshield_2021,enriched,100,1001,en,x-ai/grok-4-fast
zhang_edge_2021,fetched,70,1396,en,crossref
contreras_integrating_2021,fetched,135,839,en,crossref
kelly_emergent_2021,fetched,115,1310,en,crossref
schlegel_general_2021,fetched,200,1579,en,crossref
wu_influences_2025,fetched,207,1724,en,crossref
stephenson_legal_2025,fetched,131,1540,en,crossref
