id	title	year	venue	language	RQs	relevance	score	decision	reason
gim_serve_2025	Serve {Programs}, {Not} {Prompts}	2025	Proceedings of the 2025 {Workshop} on {Hot} {Topics} in {Operating} {Systems}			Excluir	0.0	Exclude	No trata RAG ni RQs
isozaki_towards_2025	Towards {Automated} {Penetration} {Testing}: {Introducing} {LLM} {Benchmark}, {Analysis}, and {Improvements}	2025	Adjunct {Proceedings} of the 33rd {ACM} {Conference} on {User} {Modeling}, {Adaptation} and {Personalization}		RQ3,RQ4	Baja	1.0	Include	XAI/calibración y Métricas/metodologías
li_llm-enhanced_2024	{LLM}-enhanced {Scene} {Graph} {Learning} for {Household} {Rearrangement}	2024	{SIGGRAPH} {Asia} 2024 {Conference} {Papers}		RQ3,RQ4	Baja	1.0	Include	XAI/calibración y Métricas/metodologías
demartini_preaching_2025	Preaching to the {ChoIR}: {Lessons} {IR} {Should} {Share} with {AI}	2025	Proceedings of the 2025 {International} {ACM} {SIGIR} {Conference} on {Innovative} {Concepts} and {Theories} in {Information} {Retrieval} ({ICTIR})		RQ3,RQ4	Baja	1.0	Include	XAI/calibración y Métricas/metodologías
zine_llm-based_2025	{LLM}-based {Co}-{Evolution} of {Configurable} {Software} {Systems}	2025	Proceedings of the 29th {ACM} {International} {Systems} and {Software} {Product} {Line} {Conference} - {Volume} {A}		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
pinto_lessons_2024	Lessons from {Building} {StackSpot} {AI}: {A} {Contextualized} {AI} {Coding} {Assistant}	2024	Proceedings of the 46th {International} {Conference} on {Software} {Engineering}: {Software} {Engineering} in {Practice}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
sun_creative_2025	Creative {Blends} of {Visual} {Concepts}	2025	Proceedings of the 2025 {CHI} {Conference} on {Human} {Factors} in {Computing} {Systems}		RQ4	Baja	1.0	Include	Métricas/metodologías
zhang_imperceptible_2024	Imperceptible {Content} {Poisoning} in {LLM}-{Powered} {Applications}	2024	Proceedings of the 39th {IEEE}/{ACM} {International} {Conference} on {Automated} {Software} {Engineering}		RQ1,RQ4	Media	2.0	Include	Confianza/percepción y Métricas/metodologías
yuan_kg-uq_2025	{KG}-{UQ}: {Knowledge} {Graph}-{Based} {Uncertainty} {Quantification} for {Long} {Text} in {Large} {Language} {Models}	2025	Companion {Proceedings} of the {ACM} on {Web} {Conference} 2025		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
zhang_are_2024	Are {Large} {Language} {Models} {Good} at {Utility} {Judgments}?	2024	Proceedings of the 47th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
harvey_dont_2025	"""{Don}'t {Forget} the {Teachers}"": {Towards} an {Educator}-{Centered} {Understanding} of {Harms} from {Large} {Language} {Models} in {Education}"	2025	Proceedings of the 2025 {CHI} {Conference} on {Human} {Factors} in {Computing} {Systems}		RQ4	Baja	0.5	Include	Métricas/metodologías
guan_mfort-qa_2024	{MFORT}-{QA}: {Multi}-hop {Few}-shot {Open} {Rich} {Table} {Question} {Answering}	2024	Proceedings of the 2024 10th {International} {Conference} on {Computing} and {Artificial} {Intelligence}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
qin_eva_2025	Eva: {An} {LLM}-based {Multilingual} {Voice}-agent {Network} for {Restaurant} {Operations}	2025	Proceedings of the 24th {International} {Conference} on {Autonomous} {Agents} and {Multiagent} {Systems}			Excluir	0.0	Exclude	No trata RAG ni RQs
joshi_coprompter_2025	{CoPrompter}: {User}-{Centric} {Evaluation} of {LLM} {Instruction} {Alignment} for {Improved} {Prompt} {Engineering}	2025	Proceedings of the 30th {International} {Conference} on {Intelligent} {User} {Interfaces}		RQ2,RQ4	Baja	1.0	Include	Factualidad/alucinaciones y Métricas/metodologías
cai_hi_2025	"""{Hi} {Kids}, {Let}'s {Talk} {About} {How} {Snakes} {Hunt}"": {Understanding} the {Process} of {Children}'s {Instructional} {Video} {Creation} through a {Workshop} {Study}"	2025	Proceedings of the 24th {Interaction} {Design} and {Children}			Excluir	0.0	Exclude	No trata RAG ni RQs
jokinen_towards_2025	Towards {Domain} {Graphs} and {Dialogue} {Graphs} for {Conversational} {Grounding} in {HRI}	2025	Proceedings of the 2025 {ACM}/{IEEE} {International} {Conference} on {Human}-{Robot} {Interaction}			Excluir	0.0	Exclude	No trata RAG ni RQs
farzi_pencils_2024	Pencils {Down}! {Automatic} {Rubric}-based {Evaluation} of {Retrieve}/{Generate} {Systems}	2024	Proceedings of the 2024 {ACM} {SIGIR} {International} {Conference} on {Theory} of {Information} {Retrieval}		RQ4	Baja	1.0	Include	Métricas/metodologías
farinetti_chatbot_2024	Chatbot {Development} {Using} {LangChain}: {A} {Case} {Study} to {Foster} {Critical} {Thinking} and {Creativity}	2024	Proceedings of the 2024 on {Innovation} and {Technology} in {Computer} {Science} {Education} {V}. 1		RQ2,RQ4	Baja	1.0	Include	Factualidad/alucinaciones y Métricas/metodologías
sun_persona-l_2025	Persona-{L} has {Entered} the {Chat}: {Leveraging} {LLMs} and {Ability}-based {Framework} for {Personas} of {People} with {Complex} {Needs}	2025	Proceedings of the 2025 {CHI} {Conference} on {Human} {Factors} in {Computing} {Systems}			Excluir	0.0	Maybe	Ambiguo sin abstract
roy_choudhury_genai_2025	{GenAI} for bottleneck {Detection} in {Cloud} {Architecture}	2025	Companion of the 16th {ACM}/{SPEC} {International} {Conference} on {Performance} {Engineering}			Excluir	0.0	Exclude	No trata RAG ni RQs
zhu_learn_2025	Learn, {Explore} and {Reflect} by {Chatting}: {Understanding} the {Value} of an {LLM}-{Based} {Voting} {Advice} {Application} {Chatbot}	2025	Proceedings of the 7th {ACM} {Conference} on {Conversational} {User} {Interfaces}		RQ1,RQ3,RQ4	Media	1.5	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
menshawy_navigating_2024	Navigating {Challenges} and {Technical} {Debt} in {Large} {Language} {Models} {Deployment}	2024	Proceedings of the 4th {Workshop} on {Machine} {Learning} and {Systems}		RQ3	Baja	0.5	Include	XAI/calibración
chen_online_2024	Online {Personalizing} {White}-box {LLMs} {Generation} with {Neural} {Bandits}	2024	Proceedings of the 5th {ACM} {International} {Conference} on {AI} in {Finance}		RQ4	Baja	0.5	Include	Métricas/metodologías
yuan_designrepair_2025	{DesignRepair}: {Dual}-{Stream} {Design} {Guideline}-{Aware} {Frontend} {Repair} with {Large} {Language} {Models}	2025	Proceedings of the {IEEE}/{ACM} 47th {International} {Conference} on {Software} {Engineering}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
anandayuvaraj_fail_2024	{FAIL}: {Analyzing} {Software} {Failures} from the {News} {Using} {LLMs}	2024	Proceedings of the 39th {IEEE}/{ACM} {International} {Conference} on {Automated} {Software} {Engineering}		RQ4	Baja	0.5	Include	Métricas/metodologías
korelic_sellma_2025	{SELLMA}: {Semantic} {Location} through {On}-{Device} {LLMs} and {WiFi} {Sensing}	2025	Proceedings of the 8th {International} {Workshop} on {Edge} {Systems}, {Analytics} and {Networking}			Excluir	0.0	Exclude	No trata RAG ni RQs
al_owayyed_controlled_2025	Controlled {Yet} {Natural}: {A} {Hybrid} {BDI}-{LLM} {Conversational} {Agent} for {Child} {Helpline} {Training}	2025	Proceedings of the 25th {ACM} {International} {Conference} on {Intelligent} {Virtual} {Agents}		RQ3,RQ4	Baja	1.0	Include	XAI/calibración y Métricas/metodologías
singh_leftovers_2024	Leftovers for {LLaMA}	2024	Proceedings of the 15th {ACM}/{SPEC} {International} {Conference} on {Performance} {Engineering}		RQ3,RQ4	Baja	1.0	Include	XAI/calibración y Métricas/metodologías
lamas_dsl-xpert_2024	{DSL}-{Xpert}: {LLM}-driven {Generic} {DSL} {Code} {Generation}	2024	Proceedings of the {ACM}/{IEEE} 27th {International} {Conference} on {Model} {Driven} {Engineering} {Languages} and {Systems}		RQ2	Baja	0.5	Include	Factualidad/alucinaciones
prasongpongchai_talk_2025	Talk to the {Hand}: an {LLM}-powered {Chatbot} with {Visual} {Pointer} as {Proactive} {Companion} for {On}-{Screen} {Tasks}	2025	Proceedings of the 2025 {CHI} {Conference} on {Human} {Factors} in {Computing} {Systems}			Excluir	0.0	Exclude	No trata RAG ni RQs
chen_rarebench_2024	{RareBench}: {Can} {LLMs} {Serve} as {Rare} {Diseases} {Specialists}?	2024	Proceedings of the 30th {ACM} {SIGKDD} {Conference} on {Knowledge} {Discovery} and {Data} {Mining}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
seo_prompt_2025	A {Prompt} {Chaining} {Framework} for {Long}-{Term} {Recall} in {LLM}-{Powered} {Intelligent} {Assistant}	2025	Proceedings of the 30th {International} {Conference} on {Intelligent} {User} {Interfaces}		RQ4	Baja	0.5	Include	Métricas/metodologías
balog_rankers_2025	Rankers, {Judges}, and {Assistants}: {Towards} {Understanding} the {Interplay} of {LLMs} in {Information} {Retrieval} {Evaluation}	2025	Proceedings of the 48th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ3,RQ4	Baja	1.0	Include	XAI/calibración y Métricas/metodologías
goel_x-lifecycle_2024	X-{Lifecycle} {Learning} for {Cloud} {Incident} {Management} using {LLMs}	2024	Companion {Proceedings} of the 32nd {ACM} {International} {Conference} on the {Foundations} of {Software} {Engineering}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
quinn_longsight_2025	{LongSight}: {Compute}-{Enabled} {Memory} to {Accelerate} {Large}-{Context} {LLMs} via {Sparse} {Attention}	2025	Proceedings of the 58th {IEEE}/{ACM} {International} {Symposium} on {Microarchitecture}		RQ2	Baja	1.0	Include	Factualidad/alucinaciones
zhong_design_2024	The {Design} and application of {RAG}-based conversational agents for collaborative problem solving	2024	Proceedings of the 2024 9th {International} {Conference} on {Distance} {Education} and {Learning}			Excluir	0.0	Exclude	No trata RAG ni RQs
pamnani_ai-driven_2025	{AI}-{Driven} {Automation} for {Digital} {Hardware} {Design}: {A} {Multi}-{Agent} {Generative} {Approach}	2025	Proceedings of the 2025 4th {International} {Conference} on {Frontiers} of {Artificial} {Intelligence} and {Machine} {Learning}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
shanmugarasa_sok_2025	{SoK}: {The} {Privacy} {Paradox} of {Large} {Language} {Models}: {Advancements}, {Privacy} {Risks}, and {Mitigation}	2025	Proceedings of the 20th {ACM} {Asia} {Conference} on {Computer} and {Communications} {Security}		RQ4	Baja	0.5	Include	Métricas/metodologías
pinto_developer_2024	Developer {Experiences} with a {Contextualized} {AI} {Coding} {Assistant}: {Usability}, {Expectations}, and {Outcomes}	2024	Proceedings of the {IEEE}/{ACM} 3rd {International} {Conference} on {AI} {Engineering} - {Software} {Engineering} for {AI}		RQ1,RQ2,RQ3	Media	1.5	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración
fan_litlinker_2025	{LitLinker}: {Supporting} the {Ideation} of {Interdisciplinary} {Contexts} with {Large} {Language} {Models} for {Teaching} {Literature} in {Elementary} {Schools}	2025	Proceedings of the 2025 {CHI} {Conference} on {Human} {Factors} in {Computing} {Systems}			Excluir	0.0	Exclude	No trata RAG ni RQs
wei_tar_2024	{TAR}: {A} {Think}-{Action}-{Reflection} {Framework} for {Complex} {Problem} {Solving} with {Large} {Language} {Models}	2024	Proceedings of the {International} {Conference} on {Modeling}, {Natural} {Language} {Processing} and {Machine} {Learning}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
krishna_codellm-devkit_2025	Codellm-{Devkit}: {A} {Framework} for {Contextualizing} {Code} {LLMs} with {Program} {Analysis} {Insights}	2025	Proceedings of the 33rd {ACM} {International} {Conference} on the {Foundations} of {Software} {Engineering}		RQ4	Baja	1.0	Include	Métricas/metodologías
abdullahi_k-paths_2025	K-{Paths}: {Reasoning} over {Graph} {Paths} for {Drug} {Repurposing} and {Drug} {Interaction} {Prediction}	2025	Proceedings of the 31st {ACM} {SIGKDD} {Conference} on {Knowledge} {Discovery} and {Data} {Mining} {V}.2		RQ2,RQ3,RQ4	Media	1.5	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
krishna_echoswift_2024	{EchoSwift}: {An} {Inference} {Benchmarking} and {Configuration} {Discovery} {Tool} for {Large} {Language} {Models} ({LLMs})	2024	Companion of the 15th {ACM}/{SPEC} {International} {Conference} on {Performance} {Engineering}		RQ4	Baja	0.5	Include	Métricas/metodologías
yin_lies_2024	Lies, {Deceit}, and {Hallucinations}: {Player} {Perception} and {Expectations} {Regarding} {Trust} and {Deception} in {Games}	2024	Proceedings of the 2024 {CHI} {Conference} on {Human} {Factors} in {Computing} {Systems}		RQ1,RQ2,RQ3	Media	1.5	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración
kan_abcm_2025	{ABCM}: {Agent}-{Based} {Complexity} {Management} {Method} for {Intelligent} {Manufacturing}	2025	Proceedings of the 2025 5th {International} {Conference} on {Automation} {Control}, {Algorithm} and {Intelligent} {Bionics}		RQ2,RQ4	Baja	1.0	Include	Factualidad/alucinaciones y Métricas/metodologías
azher_limtopic_2025	{LimTopic}: {LLM}-based {Topic} {Modeling} and {Text} {Summarization} for {Analyzing} {Scientific} {Articles} limitations	2025	Proceedings of the 24th {ACM}/{IEEE} {Joint} {Conference} on {Digital} {Libraries}		RQ4	Baja	0.5	Include	Métricas/metodologías
hu_privacy-preserved_2024	Privacy-{Preserved} {Neural} {Graph} {Databases}	2024	Proceedings of the 30th {ACM} {SIGKDD} {Conference} on {Knowledge} {Discovery} and {Data} {Mining}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
singh_meqa_2025	{MEQA} - {A} {Multi}-modal {Interactive} {Enterprise} {Query} {Answering} {System} using {Multi}-{Agent} {LLM}	2025	Proceedings of the 8th {International} {Conference} on {Data} {Science} and {Management} of {Data} (12th {ACM} {IKDD} {CODS} and 30th {COMAD})			Excluir	0.0	Exclude	No trata RAG ni RQs
liu_fitting_2025	Fitting {Into} {Any} {Shape}: {A} {Flexible} {LLM}-{Based} {Re}-{Ranker} {With} {Configurable} {Depth} and {Width}	2025	Proceedings of the {ACM} on {Web} {Conference} 2025		RQ4	Baja	0.5	Include	Métricas/metodologías
sanchez_cuadrado_automating_2024	Automating the {Development} of {Task}-oriented {LLM}-based {Chatbots}	2024	Proceedings of the 6th {ACM} {Conference} on {Conversational} {User} {Interfaces}		RQ3	Baja	0.5	Include	XAI/calibración
liu_ora_2025	{ORA}: {Job} {Runtime} {Prediction} for {High}-{Performance} {Computing} {Platforms} {Using} the {Online} {Retrieval}-{Augmented} {Language} {Model}	2025	Proceedings of the 39th {ACM} {International} {Conference} on {Supercomputing}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
chi_watchwithme_2025	{WatchWithMe}: {LLM}-{Based} {Interactive} {Guided} {Watching} of {Review} {Videos}	2025	Proceedings of the 7th {ACM} {Conference} on {Conversational} {User} {Interfaces}		RQ3	Baja	1.0	Include	XAI/calibración
einy_cost-effective_2024	Cost-{Effective} {LLM} {Utilization} for {Machine} {Learning} {Tasks} over {Tabular} {Data}	2024	Proceedings of the {Conference} on {Governance}, {Understanding} and {Integration} of {Data} for {Effective} and {Responsible} {AI}			Excluir	0.0	Exclude	No trata RAG ni RQs
sun_real-time_2024	A {Real}-{Time} {Adaptive} {Multi}-{Stream} {GPU} {System} {For} {Online} {Approximate} {Nearest} {Neighborhood} {Search}	2024	Proceedings of the 33rd {ACM} {International} {Conference} on {Information} and {Knowledge} {Management}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
tan_exploring_2025	Exploring the {Impact} of {Avatar} {Representations} in {AI} {Chatbot} {Tutors} on {Learning} {Experiences}	2025	Proceedings of the 2025 {CHI} {Conference} on {Human} {Factors} in {Computing} {Systems}			Excluir	0.0	Exclude	No trata RAG ni RQs
he_cognify_2025	Cognify: {Supercharging} {Gen}-{AI} {Workflows} {With} {Hierarchical} {Autotuning}	2025	Proceedings of the 31st {ACM} {SIGKDD} {Conference} on {Knowledge} {Discovery} and {Data} {Mining} {V}.2		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
ganiyu_ai5gtest_2025	{AI5GTest}: {AI}-{Driven} {Specification}-{Aware} {Automated} {Testing} and {Validation} of {5G} {O}-{RAN} {Components}	2025	18th {ACM} {Conference} on {Security} and {Privacy} in {Wireless} and {Mobile} {Networks}		RQ1,RQ2,RQ3,RQ4	Alta	4.0	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
uprety_using_2025	Using {Large} {Language} {Models} for {Hypotheses} and {Claims} {Extraction} from {Scientific} {Literature}	2025	Companion {Proceedings} of the {ACM} on {Web} {Conference} 2025		RQ4	Baja	0.5	Include	Métricas/metodologías
zhao_let_2024	Let {Me} {Do} {It} {For} {You}: {Towards} {LLM} {Empowered} {Recommendation} via {Tool} {Learning}	2024	Proceedings of the 47th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
chiu_enhancing_2025	Enhancing {Medical} {Diagnosis} with {Fine}-{Tuned} {Large} {Language} {Models}: {Addressing} {Cardiogenic} {Pulmonary} {Edema} ({CPE})	2025	Proceedings of the 2024 11th {International} {Conference} on {Biomedical} and {Bioinformatics} {Engineering}		RQ3,RQ4	Baja	1.0	Include	XAI/calibración y Métricas/metodologías
kim_fostering_2025	Fostering {Appropriate} {Reliance} on {Large} {Language} {Models}: {The} {Role} of {Explanations}, {Sources}, and {Inconsistencies}	2025	Proceedings of the 2025 {CHI} {Conference} on {Human} {Factors} in {Computing} {Systems}		RQ2,RQ3,RQ4	Media	1.5	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
fu_medquery_2025	{MedQuery}: {A} {Graph}-{Driven} {Medical} {Literature}-{Enhanced} {Query} {Answering} {System}	2025	Proceedings of the 2025 {International} {Conference} on {Multimedia} {Retrieval}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
pan_acknowledge_2025	{ACKnowledge}: {A} {Computational} {Framework} for {Human} {Compatible} {Affordance}-based {Interaction} {Planning} in {Real}-world {Contexts}	2025	Proceedings of the 2025 {CHI} {Conference} on {Human} {Factors} in {Computing} {Systems}		RQ1,RQ4	Baja	1.0	Include	Confianza/percepción y Métricas/metodologías
maniar_mempal_2025	{MemPal}: {Leveraging} {Multimodal} {AI} and {LLMs} for {Voice}-{Activated} {Object} {Retrieval} in {Homes} of {Older} {Adults}	2025	Proceedings of the 30th {International} {Conference} on {Intelligent} {User} {Interfaces}		RQ1,RQ3	Media	2.0	Include	Confianza/percepción y XAI/calibración
yuan_day_2025	A {Day} in {Their} {Shoes}: {Using} {LLM}-{Based} {Perspective}-{Taking} {Interactive} {Fiction} to {Reduce} {Stigma} {Toward} {Dirty} {Work}	2025	Proceedings of the 2025 {ACM} {Conference} on {Fairness}, {Accountability}, and {Transparency}		RQ4	Baja	1.0	Include	Métricas/metodologías
alshahwan_automated_2024	Automated {Unit} {Test} {Improvement} using {Large} {Language} {Models} at {Meta}	2024	Companion {Proceedings} of the 32nd {ACM} {International} {Conference} on the {Foundations} of {Software} {Engineering}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
ramjee_ashabot_2025	{ASHABot}: {An} {LLM}-{Powered} {Chatbot} to {Support} the {Informational} {Needs} of {Community} {Health} {Workers}	2025	Proceedings of the 2025 {CHI} {Conference} on {Human} {Factors} in {Computing} {Systems}		RQ1,RQ3,RQ4	Media	1.5	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
zulfikar_memoro_2024	Memoro: {Using} {Large} {Language} {Models} to {Realize} a {Concise} {Interface} for {Real}-{Time} {Memory} {Augmentation}	2024	Proceedings of the 2024 {CHI} {Conference} on {Human} {Factors} in {Computing} {Systems}		RQ1,RQ2	Baja	1.0	Include	Confianza/percepción y Factualidad/alucinaciones
dong_simulating_2025	Simulating and {Evaluating} {Generative} {Modeling} and {Collaborative} {Filtering} in {Complex} {Social} {Networks}	2025	Proceedings of the 24th {International} {Conference} on {Autonomous} {Agents} and {Multiagent} {Systems}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
chakraborty_empirical_2025	Empirical {Evaluation} of {Prompting} {Strategies} for {Fact} {Verification} {Tasks}	2025	Companion {Proceedings} of the {ACM} on {Web} {Conference} 2025		RQ2,RQ4	Baja	1.0	Include	Factualidad/alucinaciones y Métricas/metodologías
shastri_automating_2025	Automating {Transparency} {Mechanisms} in the {Judicial} {System} {Using} {LLMs}: {Opportunities} and {Challenges}	2025	Proceedings of the 2024 {AAAI}/{ACM} {Conference} on {AI}, {Ethics}, and {Society}		RQ2,RQ3	Baja	1.0	Include	Factualidad/alucinaciones y XAI/calibración
cornacchia_between_2025	Between {Promise} and {Pain}: {The} {Reality} of {Automating} {Failure} {Analysis} in {Microservices} with {LLMs}	2025	Proceedings of the 16th {ACM} {SIGOPS} {Asia}-{Pacific} {Workshop} on {Systems}		RQ2,RQ3,RQ4	Media	1.5	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
basit_asci_2025	{ASCI}: {AI}-{Smart} {Classroom} {Initiative}	2025	Proceedings of the 56th {ACM} {Technical} {Symposium} on {Computer} {Science} {Education} {V}. 1		RQ2,RQ3	Media	2.0	Include	Factualidad/alucinaciones y XAI/calibración
venugopalan_combining_2025	Combining {Large} {Language} {Models} with {Tutoring} {System} {Intelligence}: {A} {Case} {Study} in {Caregiver} {Homework} {Support}	2025	Proceedings of the 15th {International} {Learning} {Analytics} and {Knowledge} {Conference}		RQ3,RQ4	Baja	1.0	Include	XAI/calibración y Métricas/metodologías
snyder_early_2024	On {Early} {Detection} of {Hallucinations} in {Factual} {Question} {Answering}	2024	Proceedings of the 30th {ACM} {SIGKDD} {Conference} on {Knowledge} {Discovery} and {Data} {Mining}		RQ1,RQ2,RQ3	Media	1.5	Include	Confianza/percepción y Factualidad/alucinaciones y XAI/calibración
yang_debugging_2024	Debugging with an {AI} {Tutor}: {Investigating} {Novice} {Help}-seeking {Behaviors} and {Perceived} {Learning}	2024	Proceedings of the 2024 {ACM} {Conference} on {International} {Computing} {Education} {Research} - {Volume} 1			Excluir	0.0	Exclude	No trata RAG ni RQs
feng_cmdbench_2024	{CMDBench}: {A} {Benchmark} for {Coarse}-to-fine {Multimodal} {Data} {Discovery} in {Compound} {AI} {Systems}	2024	Proceedings of the {Conference} on {Governance}, {Understanding} and {Integration} of {Data} for {Effective} and {Responsible} {AI}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
bai_leveraging_2024	Leveraging {Large} {Language} {Models} for {Improving} {Keyphrase} {Generation} for {Contextual} {Targeting}	2024	Proceedings of the 33rd {ACM} {International} {Conference} on {Information} and {Knowledge} {Management}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
cheng_enhancing_2025	Enhancing {Semantic} {Understanding} in {Pointer} {Analysis} using {Large} {Language} {Models}	2025	Proceedings of the 1st {ACM} {SIGPLAN} {International} {Workshop} on {Language} {Models} and {Programming} {Languages}		RQ3,RQ4	Baja	1.0	Include	XAI/calibración y Métricas/metodologías
yan_generative_2024	Generative {Artificial} {Intelligence} in {Learning} {Analytics}: {Contextualising} {Opportunities} and {Challenges} through the {Learning} {Analytics} {Cycle}	2024	Proceedings of the 14th {Learning} {Analytics} and {Knowledge} {Conference}		RQ4	Baja	0.5	Include	Métricas/metodologías
ujwal_reasoning_2024	"""{Reasoning} before {Responding}"": {Towards} {Legal} {Long}-form {Question} {Answering} with {Interpretability}"	2024	Proceedings of the 33rd {ACM} {International} {Conference} on {Information} and {Knowledge} {Management}		RQ2,RQ3,RQ4	Media	1.5	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
upadhyay_large-scale_2025	A {Large}-{Scale} {Study} of {Relevance} {Assessments} with {Large} {Language} {Models} {Using} {UMBRELA}	2025	Proceedings of the 2025 {International} {ACM} {SIGIR} {Conference} on {Innovative} {Concepts} and {Theories} in {Information} {Retrieval} ({ICTIR})		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
namvarpour_art_2025	The {Art} of {Talking} {Machines}: {A} {Comprehensive} {Literature} {Review} of {Conversational} {User} {Interfaces}	2025	Proceedings of the 7th {ACM} {Conference} on {Conversational} {User} {Interfaces}			Excluir	0.0	Exclude	No trata RAG ni RQs
hoffmann_malinowski_2025	Malinowski in the {Age} of {AI}: {Can} large language models create a text game based on an anthropological classic?	2025	Proceedings of the 21st {International} {Conference} on {Culture} and {Computer} {Science}: {From} {Humanism} to {Digital} {Humanities}		RQ3,RQ4	Media	2.0	Include	XAI/calibración y Métricas/metodologías
deng_next_2025	The {Next} {Phase} of {Scientific} {Fact}-{Checking}: {Advanced} {Evidence} {Retrieval} from {Complex} {Structured} {Academic} {Papers}	2025	Proceedings of the 2025 {International} {ACM} {SIGIR} {Conference} on {Innovative} {Concepts} and {Theories} in {Information} {Retrieval} ({ICTIR})		RQ1,RQ3,RQ4	Alta	3.0	Include	Confianza/percepción y XAI/calibración y Métricas/metodologías
abdallah_arabicaqa_2024	{ArabicaQA}: {A} {Comprehensive} {Dataset} for {Arabic} {Question} {Answering}	2024	Proceedings of the 47th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ4	Baja	0.5	Include	Métricas/metodologías
tian_respark_2025	{ReSpark}: {Leveraging} {Previous} {Data} {Reports} as {References} to {Generate} {New} {Reports} with {LLMs}	2025	Proceedings of the 38th {Annual} {ACM} {Symposium} on {User} {Interface} {Software} and {Technology}		RQ4	Baja	1.0	Include	Métricas/metodologías
dhruv_leveraging_2025	Leveraging {Large} {Language} {Models} for {Code} {Translation} and {Software} {Development} in {Scientific} {Computing}	2025	Proceedings of the {Platform} for {Advanced} {Scientific} {Computing} {Conference}		RQ2,RQ3,RQ4	Alta	3.0	Include	Factualidad/alucinaciones y XAI/calibración y Métricas/metodologías
golgoon_mechanistic_2024	Mechanistic interpretability of large language models with applications to the financial services industry	2024	Proceedings of the 5th {ACM} {International} {Conference} on {AI} in {Finance}		RQ3	Baja	0.5	Include	XAI/calibración
ren_llm-based_2025	{LLM}-based {Search} {Assistant} with {Holistically} {Guided} {MCTS} for {Intricate} {Information} {Seeking}	2025	Proceedings of the 48th {International} {ACM} {SIGIR} {Conference} on {Research} and {Development} in {Information} {Retrieval}		RQ2,RQ4	Media	2.0	Include	Factualidad/alucinaciones y Métricas/metodologías
cai_rtbagent_2025	{RTBAgent}: {A} {LLM}-based {Agent} {System} for {Real}-{Time} {Bidding}	2025	Companion {Proceedings} of the {ACM} on {Web} {Conference} 2025			Excluir	0.0	Exclude	No trata RAG ni RQs
cho_fishnet_2024	{FISHNET}: {Financial} {Intelligence} from {Sub}-querying, {Harmonizing}, {Neural}-{Conditioning}, {Expert} {Swarms}, and {Task} {Planning}	2024	Proceedings of the 5th {ACM} {International} {Conference} on {AI} in {Finance}		RQ2,RQ3	Media	2.0	Include	Factualidad/alucinaciones y XAI/calibración
